featureName,id,class,county,state,latitude,longitude,elev,map,bgnDate,entryDate
Colvins Store Post Office (historical),169028,Post Office,Greene,Alabama,Unknown,Unknown,,Unknown,,01-FEB-1991
Springfield,132712,Locale,Greene,Alabama,325325N,0875152W,177,Knoxville,,01-DEC-2003
Springfield,157095,Populated Place,Clarke,Alabama,315002N,0874543W,413,Fulton West,,04-SEP-1980
Springfield,137323,Populated Place,Elmore,Alabama,323105N,0862229W,367,Elmore,,01-DEC-2003
Springfield,157097,Populated Place,Lauderdale,Alabama,345317N,0872317W,636,Center Hill,,04-SEP-1980
Springfield,157096,Populated Place,Randolph,Alabama,331243N,0851902W,965,Roanoke East,,04-SEP-1980
Springfield Baptist Church,135820,Church,Randolph,Alabama,331247N,0851901W,955,Roanoke East,,01-DEC-2003
Springfield Branch,127279,Stream,Lauderdale,Alabama,345233N,0872216W,574,Lexington,,04-SEP-1980
Springfield Cemetery,158476,Cemetery,Lamar,Alabama,334552N,0880837W,410,Sulligent SW,,01-DEC-1992
Springfield Cemetery,127280,Cemetery,Pike,Alabama,315231N,0860651W,554,Ansley,,04-SEP-1980
Springfield Cemetery,1805735,Cemetery,Randolph,Alabama,331247N,0851858W,958,Roanoke East,,11-FEB-1999
Springfield Church,153548,Church,Clarke,Alabama,314942N,0874513W,315,Fulton West,,04-SEP-1980
Springfield Church,133556,Church,Dale,Alabama,313238N,0854652W,489,Brundidge SE,,01-DEC-2003
Springfield Church,127284,Church,Greene,Alabama,325327N,0875207W,174,Knoxville,,04-SEP-1980
Springfield Church,127283,Church,Hale,Alabama,324428N,0874147W,243,Melton,,04-SEP-1980
Springfield Church,153547,Church,Houston,Alabama,311318N,0851401W,299,Ashford,,04-SEP-1980
Springfield Church,127285,Church,Jefferson,Alabama,332608N,0865203W,636,Birmingham South,,04-SEP-1980
Springfield Church,127286,Church,Lamar,Alabama,334555N,0880837W,410,Sulligent SW,,04-SEP-1980
Springfield Church,142202,Church,Lauderdale,Alabama,345317N,0872315W,636,Center Hill,,01-DEC-2003
Springfield Church,127281,Church,Pike,Alabama,314022N,0854537W,404,Brundidge,,04-SEP-1980
Springfield Church,127282,Church,Pike,Alabama,315230N,0860658W,587,Youngblood,,04-SEP-1980
Springfield Church (historical),141274,Church,Talladega,Alabama,Unknown,Unknown,,Unknown,,01-DEC-2003
Springfield Creek,127287,Stream,Marengo,Alabama,321728N,0874835W,95,Linden,,04-SEP-1980
Springfield Lookout Tower,164423,Tower,Greene,Alabama,325446N,0875342W,361,Union,,04-SEP-1980
Springfield Post Office (historical),168978,Post Office,Bibb,Alabama,Unknown,Unknown,,Unknown,,01-FEB-1991
Springfield School (historical),157663,School,Dale,Alabama,313253N,0854646W,492,Brundidge SE,,01-JUL-1990
Springfield School (historical),132713,School,Greene,Alabama,325328N,0875209W,174,Knoxville,,01-DEC-2003
Springfield School (historical),139063,School,Hale,Alabama,324423N,0874145W,243,Melton,,01-DEC-2003
Springfield School (historical),142203,School,Lauderdale,Alabama,345318N,0872313W,636,Center Hill,,01-DEC-2003
Springfield Volunteer Fire Department,2691360,Building,Greene,Alabama,325410N,0875147W,167,Knoxville,,09-SEP-2011
Springfield,55130,Populated Place,Conway,Arkansas,351603N,0923328W,384,Springfield,,30-APR-1980
Springfield (historical),61897,Populated Place,Mississippi,Arkansas,355450N,0901556W,236,Leachville,,01-FEB-1992
Springfield Church,55133,Church,Lee,Arkansas,344452N,0910022W,187,Monroe,,30-APR-1980
Springfield Church,55131,Church,Lonoke,Arkansas,343608N,0914849W,210,Humnoke,,30-APR-1980
Springfield Church,55132,Church,Pulaski,Arkansas,343630N,0920521W,236,Keo,,30-APR-1980
Springfield Fire Department District 1,2117166,Building,Conway,Arkansas,351553N,0923339W,361,Springfield,,04-MAY-2007
Springfield Post Office,84368,Post Office,Conway,Arkansas,351602N,0923330W,377,Springfield,,01-OCT-1992
Springfield Post Office (historical),85042,Post Office,Yell,Arkansas,Unknown,Unknown,,Unknown,,01-FEB-1994
Springfield Elementary School,39151,School,Apache,Arizona,340756N,1091624W,6985,Springerville,,27-JUN-1984
Springfield Golf Resort,2670367,Locale,Maricopa,Arizona,331246N,1114915W,1230,Gila Butte,,27-SEP-2012
Springfield Mine,34748,Mine,Yavapai,Arizona,341228N,1122208W,6476,Crown King,,08-FEB-1980
Stringfield Tank,25437,Reservoir,Yavapai,Arizona,344201N,1123705W,4915,Jerome Canyon,,08-FEB-1980
Stringfield Tank,44648,Reservoir,Yavapai,Arizona,343934N,1123141W,5151,Jerome Canyon,,27-JUN-1984
Church of Christ at Springfield,1835746,Church,Tulare,California,360745N,1184923W,1043,Springville,,03-MAY-1999
Shaws Flat-Springfield Union School,1809381,School,Tuolumne,California,380022N,1202406W,2136,Columbia,,15-MAR-1999
Springfield,267609,Populated Place,Tuolumne,California,380115N,1202445W,2054,Columbia,,19-JAN-1981
Springfield Baptist Church,1872482,Church,San Luis Obispo,California,351553N,1203911W,239,San Luis Obispo,,13-JUN-2000
Springfield Meadows,1733945,Populated Place,El Dorado,California,383850N,1210424W,577,Clarksville,,14-MAY-1997
Springfield Mine,267610,Mine,Tuolumne,California,380140N,1202539W,2136,Columbia,,19-JAN-1981
Springfield School (historical),1670519,School,Monterey,California,365018N,1214615W,131,Moss Landing,,13-NOV-1995
Springfield Spring,249827,Spring,Kern,California,351227N,1181244W,4806,Cache Peak,,19-JAN-1981
Springfield,203868,Populated Place,Baca,Colorado,372430N,1023652W,4360,Springfield East,,13-OCT-1978
Springfield Cemetery,196165,Cemetery,Baca,Colorado,372304N,1023822W,4432,Springfield West,,13-OCT-1978
Springfield Division,1935576,Civil,Baca,Colorado,372604N,1023643W,4321,Springfield East,,26-SEP-2001
Springfield Fire Department,2666923,Building,Baca,Colorado,372446N,1023651W,4363,Springfield East,,28-DEC-2011
Springfield Landing Strip (historical),195751,Airport,Prowers,Colorado,374513N,1024442W,4340,Cat Creek,,13-OCT-1978
Springfield Mine,1735717,Mine,Chaffee,Colorado,383001N,1061002W,9488,Maysville,,14-MAY-1997
Springfield Municipal Airport,196166,Airport,Baca,Colorado,372740N,1023705W,4390,Springfield East,,13-OCT-1978
Springfield Police Department,2757233,Building,Baca,Colorado,372424N,1023658W,4367,Springfield East,,20-SEP-2014
Springfield Post Office,2750865,Post Office,Baca,Colorado,372418N,1023655W,4363,Springfield East,,01-FEB-2014
Springfield Pumping Station,195750,Locale,Prowers,Colorado,374503N,1024442W,4360,Cat Creek,,13-OCT-1978
Town of Springfield,2413324,Civil,Baca,Colorado,372418N,1023708W,4370,Springfield East,,11-MAR-2008
Springfield Baptist Church,531277,Church,District of Columbia,District of Columbia,385433N,0770111W,85,Washington West,,01-APR-1991
Springfield Baptist Church Child Development Center,2457813,Building,District of Columbia,District of Columbia,385433N,0770111W,85,Washington West,,27-JUN-2008
Springfield Crossroads,216224,Populated Place,Sussex,Delaware,384057N,0751828W,39,Harbeson,,02-AUG-1979
Springfield Farms Addition,215416,Populated Place,Sussex,Delaware,384049N,0752229W,46,Harbeson,,01-OCT-1989
Church of God Springfield,302476,Church,Duval,Florida,302051N,0813859W,20,Jacksonville,,28-AUG-1987
City of Springfield,2405513,Civil,Bay,Florida,301008N,0853633W,33,Springfield,,10-MAR-2008
Springfield,291570,Populated Place,Bay,Florida,300912N,0853641W,33,Springfield,,19-OCT-1979
Springfield,291571,Populated Place,Duval,Florida,302045N,0813912W,20,Jacksonville,,19-OCT-1979
Springfield Baptist Church,302437,Church,Broward,Florida,Unknown,Unknown,,Unknown,,28-AUG-1987
Springfield Baptist Church,2476569,Church,Duval,Florida,302011N,0813902W,10,Jacksonville,,16-JUL-2008
Springfield Christian Church,2476570,Church,Duval,Florida,302051N,0813912W,20,Jacksonville,,16-JUL-2008
Springfield Church,291572,Church,Jefferson,Florida,302732N,0840047W,148,Lloyd,,19-OCT-1979
Springfield Community Church,301794,Church,Bay,Florida,300926N,0853705W,33,Springfield,,28-AUG-1987
Springfield Fire Department,2644081,Building,Bay,Florida,300910N,0853638W,26,Springfield,,01-JAN-2011
Springfield Park,291573,Park,Duval,Florida,302031N,0813938W,13,Jacksonville,,19-OCT-1979
Springfield Plaza,295900,Locale,Bay,Florida,300839N,0853533W,30,Springfield,,28-AUG-1987
Springfield Police Department,2754492,Building,Bay,Florida,300912N,0853654W,30,Springfield,,29-APR-2014
Springfield Post Office,2767999,Post Office,Duval,Florida,302036N,0813914W,20,Jacksonville,,13-JUL-2015
Springfield School,291574,School,Gadsden,Florida,303620N,0843922W,285,Gretna,,19-OCT-1979
Springfield School,291575,School,Jackson,Florida,305221N,0852051W,118,Cottondale East,,19-OCT-1979
Springfield True Church of God,2476571,Church,Duval,Florida,302115N,0813917W,23,Jacksonville,,16-JUL-2008
WRBA-FM (Springfield),309129,Tower,Bay,Florida,301213N,0853657W,30,Springfield,,01-AUG-1994
WYOO-FM (Springfield),309128,Tower,Bay,Florida,301231N,0853341W,52,Springfield,,01-AUG-1994
WYOO-FM (Springfield),309131,Tower,Bay,Florida,301213N,0853657W,30,Springfield,,01-AUG-1994
City of Springfield,2405512,Civil,Effingham,Georgia,322151N,0811828W,52,Springfield South,,10-MAR-2008
Gospel Pilgrim Cemetery,323456,Cemetery,Clarke,Georgia,335810N,0832143W,722,Athens East,,25-SEP-1979
Greater Springfield Baptist Church,334036,Church,Fulton,Georgia,334552N,0842440W,912,Northwest Atlanta,,01-MAY-1993
Guyton-Springfield Division,1936301,Civil,Effingham,Georgia,322149N,0812010W,79,Springfield South,,01-OCT-2001
Hardman Springfield Church,356171,Church,Jefferson,Georgia,330225N,0823311W,322,Grange,,25-SEP-1979
Morgan County Fire Rescue Department Station 8,2604538,Building,Morgan,Georgia,332940N,0832500W,564,Rock Eagle Lake,,11-JUN-2010
New Springfield Baptist Church,334064,Church,Fulton,Georgia,334618N,0842618W,860,Northwest Atlanta,,01-MAY-1993
Oglethorpe Charter School,323470,School,Chatham,Georgia,320423N,0810653W,13,Savannah,,25-SEP-1979
Old Springfield Church Cemetery,1985856,Cemetery,Hancock,Georgia,332457N,0825625W,600,Sparta NW,,13-SEP-1996
Powder Springs,356480,Populated Place,Cobb,Georgia,335134N,0844102W,945,Austell,,25-SEP-1979
Second Springfield Church,322695,Church,Burke,Georgia,330117N,0815745W,305,Idlewood,,25-SEP-1979
Southside Springfield Baptist Church,1705225,Church,Fulton,Georgia,334329N,0842357W,988,Southwest Atlanta,,03-DEC-1996
Springfield,1685812,Populated Place,Cherokee,Georgia,340540N,0843031W,988,Kennesaw,,30-APR-1996
Springfield,1672575,Populated Place,Clayton,Georgia,333547N,0841825W,906,Jonesboro,,13-NOV-1995
Springfield,1687502,Populated Place,DeKalb,Georgia,335621N,0841924W,1014,Chamblee,,30-APR-1996
Springfield,1671253,Populated Place,Dougherty,Georgia,313516N,0841617W,210,Pretoria,,13-NOV-1995
Springfield,333107,Populated Place,Effingham,Georgia,322221N,0811841W,82,Springfield South,,25-SEP-1979
Springfield,333106,Populated Place,Hancock,Georgia,332449N,0825636W,614,Sparta NW,,25-SEP-1979
Springfield,1673614,Populated Place,Newton,Georgia,333505N,0835818W,817,Porterdale,,13-NOV-1995
Springfield,358112,Populated Place,Richmond,Georgia,332825N,0820456W,318,Augusta West,,01-JUN-1995
Springfield,326528,Populated Place,Taliaferro,Georgia,333740N,0825657W,538,Philomath,,25-SEP-1979
Springfield (historical),2351503,Populated Place,Early,Georgia,310843N,0845628W,210,Lucile,,28-AUG-2007
Springfield Acres,1671988,Populated Place,Henry,Georgia,333017N,0841451W,791,Stockbridge,,13-NOV-1995
Springfield Baptist Cemetery,347908,Cemetery,Elbert,Georgia,340015N,0825020W,486,Elberton East,,01-AUG-1994
Springfield Baptist Church,334083,Church,Fulton,Georgia,334817N,0842812W,879,Northwest Atlanta,,01-MAY-1993
Springfield Baptist Church,329799,Church,Morgan,Georgia,332947N,0832508W,561,Rock Eagle Lake,,25-SEP-1979
Springfield Baptist Church,357951,Church,Richmond,Georgia,332843N,0815818W,138,Augusta East,,01-JUN-1995
Springfield Baptist Church,2761156,Church,Taliaferro,Georgia,333735N,0825658W,522,Philomath,,26-DEC-2013
Springfield Baptist Church,348407,Church,Washington,Georgia,325853N,0824859W,427,Sandersville,,01-AUG-1994
Springfield Baptist Church Cemetery,2573990,Cemetery,Morgan,Georgia,332945N,0832506W,561,Rock Eagle Lake,,18-MAY-2010
Springfield Canal,323455,Canal,Chatham,Georgia,320434N,0810632W,3,Savannah,,25-SEP-1979
Springfield Cemetery,344796,Cemetery,Bacon,Georgia,313752N,0822649W,194,Alma NW,,01-MAY-1994
Springfield Cemetery,348267,Cemetery,Hancock,Georgia,332450N,0825636W,614,Sparta NW,,01-AUG-1994
Springfield Cemetery,348818,Cemetery,McDuffie,Georgia,332826N,0823014W,522,Thomson West,,01-AUG-1994
Springfield Cemetery Number 2,1985855,Cemetery,Hancock,Georgia,332452N,0825625W,617,Sparta NW,,13-SEP-1996
Springfield Church,323459,Church,Baker,Georgia,311129N,0843027W,144,Cooktown,,25-SEP-1979
Springfield Church,323465,Church,Burke,Georgia,330135N,0815102W,256,Alexander,,25-SEP-1979
Springfield Church,323469,Church,Elbert,Georgia,340014N,0825022W,482,Elberton East,,25-SEP-1979
Springfield Church,323457,Church,Glynn,Georgia,310802N,0813725W,26,Brunswick West,,25-SEP-1979
Springfield Church,329800,Church,Greene,Georgia,333407N,0831041W,617,Greensboro,,25-SEP-1979
Springfield Church,348722,Church,Greene,Georgia,333623N,0831836W,610,Buckhead,,01-AUG-1994
Springfield Church,348268,Church,Hancock,Georgia,332448N,0825634W,617,Sparta NW,,01-AUG-1994
Springfield Church,323463,Church,Harris,Georgia,324150N,0844407W,718,Waverly Hall,,25-SEP-1979
Springfield Church,323466,Church,Henry,Georgia,332929N,0840838W,833,McDonough,,25-SEP-1979
Springfield Church,1671779,Church,Houston,Georgia,323928N,0833718W,312,Warner Robins NE,,13-NOV-1995
Springfield Church,323461,Church,Irwin,Georgia,314054N,0832020W,387,Fitzgerald West,,25-SEP-1979
Springfield Church,323467,Church,Newton,Georgia,333107N,0834213W,735,Mansfield,,25-SEP-1979
Springfield Church,323468,Church,Newton,Georgia,333646N,0835502W,630,Porterdale,,25-SEP-1979
Springfield Church,323464,Church,Upson,Georgia,325804N,0842857W,771,Sunset Village,,25-SEP-1979
Springfield Church,323462,Church,Wilcox,Georgia,320232N,0832133W,210,Abbeville North,,25-SEP-1979
Springfield City Hall,350267,Building,Effingham,Georgia,322216N,0811844W,79,Springfield South,,01-SEP-1994
Springfield Downs,1687069,Populated Place,Hall,Georgia,341240N,0835020W,1106,Chestnut Mountain,,30-APR-1996
Springfield Elementary School,350268,School,Effingham,Georgia,322257N,0811911W,72,Springfield North,,01-SEP-1994
Springfield Methodist Church,323460,Church,Bacon,Georgia,313751N,0822647W,197,Alma NW,,25-SEP-1979
Springfield Missionary Baptist Church,344837,Church,Clay,Georgia,313633N,0850252W,220,Fort Gaines,,01-MAY-1994
Springfield Missionary Baptist Church,323458,Church,Early,Georgia,310842N,0845629W,210,Lucile,,25-SEP-1979
Springfield Park Shopping Center,2345662,Locale,Gwinnett,Georgia,335803N,0840029W,1053,Luxomni,,23-AUG-2007
Springfield Police Department,2733651,Building,Effingham,Georgia,322203N,0811838W,75,Springfield South,,23-MAY-2013
Springfield Post Office,350269,Post Office,Effingham,Georgia,322147N,0811826W,66,Springfield South,,01-SEP-1994
Springfield School (historical),348063,School,Burke,Georgia,330137N,0815103W,253,Alexander,,01-AUG-1994
Springfield School (historical),2351504,School,Early,Georgia,310844N,0845627W,213,Lucile,,28-AUG-2007
Springfield Volunteer Fire Department,2603951,Building,Effingham,Georgia,322215N,0811844W,79,Springfield South,,11-JUN-2010
Springview,1672576,Populated Place,Clayton,Georgia,333530N,0842226W,879,Jonesboro,,13-NOV-1995
Stone Springfield Cemetery,323647,Cemetery,Jefferson,Georgia,330851N,0822720W,410,Wrens,,25-SEP-1979
Stone Springfield Church,323648,Church,Jefferson,Georgia,330853N,0822722W,410,Wrens,,25-SEP-1979
Stone Springfield School,323649,School,Jefferson,Georgia,330855N,0822722W,410,Wrens,,25-SEP-1979
WGEC-FM (Springfield),352784,Tower,Effingham,Georgia,322203N,0811817W,46,Springfield South,,01-AUG-1994
Maquoketa Post Office,2000917,Post Office,Jackson,Iowa,420415N,0903957W,696,Maquoketa,,26-SEP-2003
Springfield,463990,Locale,Clayton,Iowa,430414N,0913309W,1089,Postville,,01-JAN-2000
Springfield,466016,Locale,Keokuk,Iowa,412102N,0922226W,774,Delta,,01-JAN-2000
Springfield Cemetery,461918,Cemetery,Keokuk,Iowa,412019N,0922112W,804,Delta,,30-APR-1979
Springfield Cemetery,461919,Cemetery,Winneshiek,Iowa,431320N,0914905W,1175,Calmar,,30-APR-1979
Springfield Church,461920,Church,Winneshiek,Iowa,431322N,0914842W,1188,Calmar,,30-APR-1979
Springfield Post Office (historical),1976173,Post Office,Keokuk,Iowa,412102N,0922226W,774,Delta,,15-JAN-2003
Springfield School,461921,School,Marion,Iowa,411150N,0930301W,925,Attica,,30-APR-1979
Township of Springfield,468740,Civil,Cedar,Iowa,414901N,0905721W,764,Lowden,,01-SEP-1995
Township of Springfield,468741,Civil,Kossuth,Iowa,432755N,0940851W,1129,Ledyard,,01-SEP-1995
Township of Springfield,468742,Civil,Winneshiek,Iowa,431243N,0914702W,1234,Calmar,,01-SEP-1995
Aberdeen - Springfield Fire Department,2618975,Building,Bingham,Idaho,425641N,1125021W,4403,Aberdeen,,04-FEB-2011
Aberdeen - Springfield Fire Department Springfield Station,2619097,Building,Bingham,Idaho,430451N,1124105W,4432,Springfield,,03-FEB-2011
Aberdeen Springfield Canal,371189,Canal,Bingham,Idaho,431257N,1123003W,4465,Rockford,,21-JUN-1979
Springfield,400107,Populated Place,Bingham,Idaho,430454N,1124055W,4429,Springfield,,21-JUN-1979
Springfield Bird Haven,400108,Park,Bingham,Idaho,430444N,1124128W,4393,Springfield,,21-JUN-1979
Springfield Creek,391234,Stream,Valley,Idaho,444552N,1151846W,5905,Big Chief Creek,,21-JUN-1979
Springfield Lake Access Area,401677,Locale,Bingham,Idaho,430443N,1124100W,4396,Springfield,,01-AUG-1993
Springfield Mine,391235,Mine,Valley,Idaho,444700N,1152215W,7664,Big Chief Creek,,21-JUN-1979
West Fork Springfield Creek,393202,Stream,Valley,Idaho,444706N,1151912W,6588,Big Chief Creek,,21-JUN-1979
Central Springfield Historic District,1821044,Park,Sangamon,Illinois,394808N,0893831W,600,Springfield West,,26-MAR-1999
City of Springfield,2395940,Civil,Sangamon,Illinois,394615N,0893904W,600,Springfield West,,27-FEB-2008
East Springfield,1747293,Populated Place,Sangamon,Illinois,394753N,0893738W,600,Springfield West,,25-JUN-1997
First United Methodist Church of Springfield,2629184,Church,Sangamon,Illinois,394537N,0894303W,604,Springfield West,,25-MAY-2010
Lake Springfield,419006,Reservoir,Sangamon,Illinois,394534N,0893601W,558,Springfield East,,15-JAN-1980
Spring Wood Middle School,1808587,School,DuPage,Illinois,415822N,0880744W,784,West Chicago,,19-FEB-1999
Springfield,426595,Populated Place,Sangamon,Illinois,394806N,0893837W,600,Springfield West,01-JAN-1931,15-JAN-1980
Springfield Area Ambulance,2673976,Building,Sangamon,Illinois,394824N,0893618W,594,Springfield East,,26-OCT-2011
Springfield Baptist Church,1866815,Church,Cook,Illinois,420308N,0874149W,597,Evanston,,08-MAY-2000
Springfield City Graveyard,1965214,Cemetery,Sangamon,Illinois,Unknown,Unknown,,Unknown,,30-SEP-1999
Springfield City Hall,1747327,Building,Sangamon,Illinois,394756N,0893839W,597,Springfield West,,25-JUN-1997
Springfield Elementary School,419005,School,Cook,Illinois,413736N,0874257W,614,Blue Island,,30-SEP-1999
Springfield Fire Department Station 1,2640418,Building,Sangamon,Illinois,394755N,0893839W,597,Springfield West,,11-DEC-2010
Springfield Fire Department Station 10,2640603,Building,Sangamon,Illinois,395006N,0893808W,584,Springfield West,,11-DEC-2010
Springfield Fire Department Station 11,2640602,Building,Sangamon,Illinois,394252N,0893745W,591,Chatham,,11-DEC-2010
Springfield Fire Department Station 12,2640601,Building,Sangamon,Illinois,394557N,0894257W,604,Springfield West,,11-DEC-2010
Springfield Fire Department Station 2,2640620,Building,Sangamon,Illinois,394528N,0893650W,581,Springfield East,,11-DEC-2010
Springfield Fire Department Station 3,2640610,Building,Sangamon,Illinois,394859N,0893956W,584,Springfield West,,11-DEC-2010
Springfield Fire Department Station 4,2640609,Building,Sangamon,Illinois,394907N,0893747W,600,Springfield West,,11-DEC-2010
Springfield Fire Department Station 5,2640608,Building,Sangamon,Illinois,394731N,0893753W,600,Springfield West,,11-DEC-2010
Springfield Fire Department Station 6,2640607,Building,Sangamon,Illinois,394640N,0893840W,600,Springfield West,,11-DEC-2010
